"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
0, 5.010000078023450e+02, 5.352202629500000e-08, 1.759108609221361e-04, 1.737380318069959e-02, 5.294575324293523e-03, 3.791281193962529e+01, 3.086258820807731e-01
1, 4.052709646366250e+02, 5.352202629500000e-08, 1.760697230177368e-04, 1.733581810578685e-02, 5.299374262967813e-03, 3.795470671922214e+01, 3.088227041103877e-01
2, 3.278693397908290e+02, 5.352202629500000e-08, 1.760756180009616e-04, 1.733382792620905e-02, 5.299541259666038e-03, 3.795647887331245e+01, 3.088308456938934e-01
3, 2.652863312215480e+02, 5.352202629500000e-08, 1.760755889661619e-04, 1.733400862549925e-02, 5.299552480416101e-03, 3.795640759773525e+01, 3.088299914286722e-01
4, 2.146849004455700e+02, 5.352202629500000e-08, 1.760756252708674e-04, 1.733405660397420e-02, 5.299635666438956e-03, 3.795641920856890e+01, 3.088275636261323e-01
5, 1.737711627536290e+02, 5.352202629500000e-08, 1.760757509765748e-04, 1.733416574699747e-02, 5.300055809523340e-03, 3.795647968628252e+01, 3.088235859474506e-01
6, 1.406903998926780e+02, 5.352202629500000e-08, 1.760758210724087e-04, 1.733438887151225e-02, 5.301409052363404e-03, 3.795656214162872e+01, 3.088162636223208e-01
7, 1.139429812211730e+02, 5.352202629500000e-08, 1.760753910768750e-04, 1.733470259606892e-02, 5.304183798612800e-03, 3.795655001865997e+01, 3.088015597610505e-01
8, 9.231638184086459e+01, 5.352202629500000e-08, 1.760746744151380e-04, 1.733562536426129e-02, 5.308250853479361e-03, 3.795655962696184e+01, 3.087728338082976e-01
9, 7.483021592330550e+01, 5.352202629500000e-08, 1.760747920935095e-04, 1.733925044316969e-02, 5.314420879996934e-03, 3.795714124094759e+01, 3.087164350052633e-01
10, 6.069179345940150e+01, 5.352202629500000e-08, 1.760745422907294e-04, 1.734965230683452e-02, 5.324107924114118e-03, 3.795838105984317e+01, 3.086010523400474e-01
11, 4.926018571243980e+01, 5.352202629500000e-08, 1.760727288492377e-04, 1.737312068595726e-02, 5.331043628687100e-03, 3.796040237057323e+01, 3.083850328770855e-01
12, 4.001717037504760e+01, 5.352202629500000e-08, 1.760726842020810e-04, 1.740801577385205e-02, 5.317942884914946e-03, 3.796344959579171e+01, 3.080270862465088e-01
13, 3.254373930407910e+01, 5.352202629500000e-08, 1.760738965483572e-04, 1.742666191859058e-02, 5.275099646090623e-03, 3.796431890370475e+01, 3.075294228673405e-01
14, 2.650110387248250e+01, 5.352202629500000e-08, 1.760725235070409e-04, 1.740717418173193e-02, 5.235009509183552e-03, 3.796079031579102e+01, 3.068788369780850e-01
15, 2.161533686500620e+01, 5.352202629500000e-08, 1.760697009278690e-04, 1.738627709830393e-02, 5.237059940735369e-03, 3.795802597939377e+01, 3.061477455023009e-01
16, 1.766495469789320e+01, 5.352202629500000e-08, 1.760697522481686e-04, 1.739472794542483e-02, 5.241478887848421e-03, 3.795900024271869e+01, 3.052740023292781e-01
