"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
0, 5.010000078023450e+02, 5.352202629500000e-08, 1.759451285092029e-04, 1.736556755256894e-02, 5.295609913222837e-03, 3.792186391632556e+01, 3.086695286867768e-01
1, 4.052709646366250e+02, 5.352202629500000e-08, 1.760719438933628e-04, 1.733515791763616e-02, 5.299438518381257e-03, 3.795534092901924e+01, 3.088266893227173e-01
2, 3.278693397908290e+02, 5.352202629500000e-08, 1.760756323928121e-04, 1.733387927630966e-02, 5.299542270981559e-03, 3.795646134527534e+01, 3.088312064929875e-01
3, 2.652863312215480e+02, 5.352202629500000e-08, 1.760755807460343e-04, 1.733401517739500e-02, 5.299550119657091e-03, 3.795640343754121e+01, 3.088301054275184e-01
4, 2.146849004455700e+02, 5.352202629500000e-08, 1.760756160416069e-04, 1.733405080351971e-02, 5.299617848543582e-03, 3.795641561535322e+01, 3.088277654747835e-01
5, 1.737711627536290e+02, 5.352202629500000e-08, 1.760757385649724e-04, 1.733415036853583e-02, 5.299981087098977e-03, 3.795647230848218e+01, 3.088239523970523e-01
6, 1.406903998926780e+02, 5.352202629500000e-08, 1.760758416422264e-04, 1.733436915436094e-02, 5.301219045174482e-03, 3.795656065441379e+01, 3.088170391552374e-01
7, 1.139429812211730e+02, 5.352202629500000e-08, 1.760754782220973e-04, 1.733467371975893e-02, 5.303892773415629e-03, 3.795656351597206e+01, 3.088031927679203e-01
8, 9.231638184086459e+01, 5.352202629500000e-08, 1.760747082448601e-04, 1.733546249591278e-02, 5.307900838515124e-03, 3.795654116855810e+01, 3.087760013893935e-01
9, 7.483021592330550e+01, 5.352202629500000e-08, 1.760747427870466e-04, 1.733867672512224e-02, 5.313837060536658e-03, 3.795705313205042e+01, 3.087230171168935e-01
10, 6.069179345940150e+01, 5.352202629500000e-08, 1.760747556276456e-04, 1.734823667678213e-02, 5.323424948127357e-03, 3.795828326926738e+01, 3.086144192158787e-01
11, 4.926018571243980e+01, 5.352202629500000e-08, 1.760729657990087e-04, 1.737043807240647e-02, 5.331659160853523e-03, 3.796021961000290e+01, 3.084075967769969e-01
12, 4.001717037504760e+01, 5.352202629500000e-08, 1.760725128227331e-04, 1.740572006418320e-02, 5.321554237733349e-03, 3.796328332712256e+01, 3.080583678334436e-01
13, 3.254373930407910e+01, 5.352202629500000e-08, 1.760737195173050e-04, 1.742870310119487e-02, 5.280324583201654e-03, 3.796463696582484e+01, 3.075641899903369e-01
14, 2.650110387248250e+01, 5.352202629500000e-08, 1.760731548374981e-04, 1.741230031841515e-02, 5.235933096064789e-03, 3.796149977361982e+01, 3.069113047077197e-01
15, 2.161533686500620e+01, 5.352202629500000e-08, 1.760698467407820e-04, 1.738756428616191e-02, 5.233799116168763e-03, 3.795806847971838e+01, 3.061688262367870e-01
16, 1.766495469789320e+01, 5.352202629500000e-08, 1.760682466753540e-04, 1.739353095708479e-02, 5.240765061632127e-03, 3.795846417111512e+01, 3.052797044718611e-01
17, 1.447087703467990e+01, 5.352202629500000e-08, 1.760747324073656e-04, 1.739979573523191e-02, 5.223912381294953e-03, 3.796015104567792e+01, 3.042327304510343e-01
18, 1.188830864330480e+01, 5.352202629500000e-08, 1.760637190139299e-04, 1.740645907334207e-02, 5.228965448250796e-03, 3.795796575518959e+01, 3.029031763096236e-01
19, 9.800175479560719e+00, 5.352202629500000e-08, 1.760532064552716e-04, 1.744274904719162e-02, 5.216760434994745e-03, 3.795811691991207e+01, 3.011834805587666e-01
20, 8.111817438747661e+00, 5.352202629500000e-08, 1.760404266301090e-04, 1.745817734348116e-02, 5.158459030878875e-03, 3.795430949030536e+01, 2.989834213947510e-01
21, 6.746697185177710e+00, 5.352202629500000e-08, 1.760548723141988e-04, 1.744496549818475e-02, 5.111136718592427e-03, 3.795587417721604e+01, 2.962253220821267e-01
22, 5.642930530440520e+00, 5.352202629500000e-08, 1.760614083001553e-04, 1.744713731113015e-02, 5.117619968547224e-03, 3.795779650686239e+01, 2.927077805179076e-01
23, 4.750481074120650e+00, 5.352202629500000e-08, 1.760233723270411e-04, 1.749201795531517e-02, 5.124136428624316e-03, 3.795175130022108e+01, 2.881717698722023e-01
24, 4.028891933275240e+00, 5.352202629500000e-08, 1.759876821488048e-04, 1.754107390200860e-02, 5.050594804797442e-03, 3.794517394939324e+01, 2.827835933631511e-01
25, 3.445451734506840e+00, 5.352202629500000e-08, 1.759440580345188e-04, 1.757477386542293e-02, 4.966808241936041e-03, 3.793650805359278e+01, 2.769737902769607e-01
