"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
0, 5.010000078023450e+02, 5.352202629500000e-08, 1.758497733793402e-04, 1.738848676114340e-02, 5.292734244650110e-03, 3.789668483188097e+01, 3.085488075182508e-01
1, 4.052709646366250e+02, 5.352202629500000e-08, 1.760684382699255e-04, 1.733623511704333e-02, 5.299337796738586e-03, 3.795432791578933e+01, 3.088207685893755e-01
2, 3.278693397908290e+02, 5.352202629500000e-08, 1.760756623634419e-04, 1.733376619761209e-02, 5.299541456038482e-03, 3.795650942680173e+01, 3.088307524804957e-01
3, 2.652863312215480e+02, 5.352202629500000e-08, 1.760755901252872e-04, 1.733400520062434e-02, 5.299551039048075e-03, 3.795640847384185e+01, 3.088300624357265e-01
4, 2.146849004455700e+02, 5.352202629500000e-08, 1.760756213663143e-04, 1.733405386094388e-02, 5.299626436109596e-03, 3.795641739906335e+01, 3.088276671228151e-01
5, 1.737711627536290e+02, 5.352202629500000e-08, 1.760757450121682e-04, 1.733415806178766e-02, 5.300017606506155e-03, 3.795647602706301e+01, 3.088237707761016e-01
6, 1.406903998926780e+02, 5.352202629500000e-08, 1.760758321945825e-04, 1.733437916995782e-02, 5.301313343066437e-03, 3.795656163586219e+01, 3.088166557013065e-01
7, 1.139429812211730e+02, 5.352202629500000e-08, 1.760754344866938e-04, 1.733468764453634e-02, 5.304039008104795e-03, 3.795655667437792e+01, 3.088023828894498e-01
8, 9.231638184086459e+01, 5.352202629500000e-08, 1.760746890439713e-04, 1.733554122511057e-02, 5.308075627891920e-03, 3.795654949401507e+01, 3.087744301476932e-01
9, 7.483021592330550e+01, 5.352202629500000e-08, 1.760747697019414e-04, 1.733895920219078e-02, 5.314126558195285e-03, 3.795709744903812e+01, 3.087197625865826e-01
10, 6.069179345940150e+01, 5.352202629500000e-08, 1.760746522160315e-04, 1.734893697593759e-02, 5.323775383979957e-03, 3.795833257557557e+01, 3.086077735570372e-01
11, 4.926018571243980e+01, 5.352202629500000e-08, 1.760728362574326e-04, 1.737177918652220e-02, 5.331380568643342e-03, 3.796030867493390e+01, 3.083963153605747e-01
12, 4.001717037504760e+01, 5.352202629500000e-08, 1.760726013459431e-04, 1.740691562318977e-02, 5.319771874798796e-03, 3.796337289823234e+01, 3.080425471846030e-01
13, 3.254373930407910e+01, 5.352202629500000e-08, 1.760738418962378e-04, 1.742775129136747e-02, 5.277668390417756e-03, 3.796449291024480e+01, 3.075466396334176e-01
14, 2.650110387248250e+01, 5.352202629500000e-08, 1.760728238423964e-04, 1.740969273478862e-02, 5.235386028402951e-03, 3.796113168499508e+01, 3.068944879198869e-01
15, 2.161533686500620e+01, 5.352202629500000e-08, 1.760698365602197e-04, 1.738687417337448e-02, 5.235454471004292e-03, 3.795806312449971e+01, 3.061581501840451e-01
16, 1.766495469789320e+01, 5.352202629500000e-08, 1.760700525569076e-04, 1.739459523384194e-02, 5.241284902382955e-03, 3.795910202039097e+01, 3.052787304762175e-01
17, 1.447087703467990e+01, 5.352202629500000e-08, 1.760748429616621e-04, 1.740046886752271e-02, 5.225470623562706e-03, 3.796026468615642e+01, 3.042285812382739e-01
18, 1.188830864330480e+01, 5.352202629500000e-08, 1.760587227216961e-04, 1.740925731746061e-02, 5.229781997736421e-03, 3.795686121729577e+01, 3.028920914879065e-01
19, 9.800175479560719e+00, 5.352202629500000e-08, 1.760546883937473e-04, 1.744542692555616e-02, 5.208050891414275e-03, 3.795859598737081e+01, 3.011855471080853e-01
20, 8.111817438747661e+00, 5.352202629500000e-08, 1.760607832492674e-04, 1.745979342198892e-02, 5.149013937813250e-03, 3.796025984759138e+01, 2.990137177820088e-01
21, 6.746697185177710e+00, 5.352202629500000e-08, 1.760694036468100e-04, 1.744597235077747e-02, 5.124411099246157e-03, 3.796019953863141e+01, 2.962384854583194e-01
22, 5.642930530440520e+00, 5.352202629500000e-08, 1.760212433351135e-04, 1.744568841493779e-02, 5.147926585972677e-03, 3.794696937285899e+01, 2.926166281229151e-01
23, 4.750481074120650e+00, 5.352202629500000e-08, 1.759766141237844e-04, 1.750222091036572e-02, 5.114888816527365e-03, 3.793987851341049e+01, 2.880127009802709e-01
24, 4.028891933275240e+00, 5.352202629500000e-08, 1.760105231587802e-04, 1.753678852066928e-02, 4.994002861366505e-03, 3.794916052126536e+01, 2.824871071885471e-01
25, 3.445451734506840e+00, 5.352202629500000e-08, 1.759608571857012e-04, 1.743665065741527e-02, 4.856776685178039e-03, 3.792495119818038e+01, 2.763610878292809e-01
26, 2.973711728635770e+00, 5.352202629500000e-08, 1.761223305847214e-04, 1.711346608293745e-02, 4.886515896322008e-03, 3.793253478498978e+01, 2.717645457798569e-01
27, 2.592286805209170e+00, 5.352202629500000e-08, 1.758106803594543e-04, 1.731267472527873e-02, 5.674357116522156e-03, 3.790227859881239e+01, 2.752505801719801e-01
28, 2.283886053947150e+00, 5.352202629500000e-08, 1.750395160632259e-04, 1.872198551602771e-02, 5.467234321381831e-03, 3.790413415513244e+01, 3.067603677876600e-01
29, 2.034528926141940e+00, 5.352202629500000e-08, 1.753997060997586e-04, 1.743717854559525e-02, 1.632712061909136e-03, 3.795840422040020e+01, 3.866111405989948e-01
30, 1.832911462718730e+00, 5.352202629500000e-08, 1.757247441656992e-04, 1.150138494642973e-02, 5.429312542314081e-04, 3.755232813860007e+01, 4.043171243787670e-01
31, 1.669893858549960e+00, 5.352202629500000e-08, 1.766552709975818e-04, 1.102077468925059e-02, 6.196483063026837e-03, 3.763976973600318e+01, 2.616323139479045e-01
32, 1.538086133079550e+00, 5.352202629500000e-08, 1.757123001248366e-04, 1.368957575375797e-02, 1.018601569690568e-02, 3.773219430988534e+01, 2.072206799831020e-01
33, 1.431513124708660e+00, 5.352202629500000e-08, 1.739494989322463e-04, 1.624654852860405e-02, 1.133711176930551e-02, 3.755162999355385e+01, 1.874892704043449e-01
34, 1.345343622331700e+00, 5.352202629500000e-08, 1.720372411114292e-04, 1.916114449317026e-02, 1.174898392720899e-02, 3.735657464095780e+01, 1.727021529386189e-01
35, 1.275671354903060e+00, 5.352202629500000e-08, 1.703943263105390e-04, 2.123267488962121e-02, 1.007712379994602e-02, 3.714309504826068e+01, 1.683552719839567e-01
36, 1.219337910763940e+00, 5.352202629500000e-08, 1.698870174306519e-04, 2.096378055415942e-02, 7.024509793522851e-03, 3.699914685895076e+01, 1.777151509646929e-01
37, 1.173789559236190e+00, 5.352202629500000e-08, 1.698581414334499e-04, 1.831843763222629e-02, 4.205836366637372e-03, 3.680311104248062e+01, 1.894089136240657e-01
38, 1.136961483861060e+00, 5.352202629500000e-08, 1.703583792806750e-04, 1.526426218337226e-02, 2.550064879134252e-03, 3.672456988580713e+01, 1.881219396782523e-01
39, 1.107184179296940e+00, 5.352202629500000e-08, 1.707640875615450e-04, 1.271586366863264e-02, 1.708467675377342e-03, 3.667563204651392e+01, 1.748625981597552e-01
40, 1.083107768621840e+00, 5.352202629500000e-08, 1.710471773154015e-04, 1.065223624199906e-02, 1.310593816447905e-03, 3.664067693041839e+01, 1.567477403872467e-01
41, 1.063640810162010e+00, 5.352202629500000e-08, 1.711976792999459e-04, 8.914429319632733e-03, 1.042593679427424e-03, 3.659528779191006e+01, 1.375133440345237e-01
42, 1.047900819812490e+00, 5.352202629500000e-08, 1.712264060827059e-04, 7.429489156811701e-03, 9.181918429057062e-04, 3.654322872145622e+01, 1.185650411509798e-01
43, 1.035174265907630e+00, 5.352202629500000e-08, 1.711720713143338e-04, 6.136077601701450e-03, 8.255460986311494e-04, 3.648662316311218e+01, 1.003254356923773e-01
44, 1.024884223112370e+00, 5.352202629500000e-08, 1.710276674507293e-04, 4.977782803159056e-03, 7.581407830910420e-04, 3.642202863486923e+01, 8.274379012288573e-02
45, 1.016564219007590e+00, 5.352202629500000e-08, 1.708163085093710e-04, 3.921814631805767e-03, 6.617674524544502e-04, 3.635141412404433e+01, 6.546029185315955e-02
46, 1.009837087771990e+00, 5.352202629500000e-08, 1.705259092518855e-04, 2.886062276623928e-03, 5.361849723980448e-04, 3.627014773258693e+01, 4.792374179792379e-02
47, 1.004397872347220e+00, 5.352202629500000e-08, 1.700327933757417e-04, 1.791100321797304e-03, 2.773445064204284e-04, 3.614888998514395e+01, 2.885747647940755e-02
48, 1.000000000000000e+00, 5.352202629500000e-08, 1.700334317290146e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.613755603725748e+01, 0.000000000000000e+00
49, 9.957820729228830e-01, -5.967886532841323e-04, 1.704362937539890e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.631614370377275e+01, 0.000000000000000e+00
50, 9.909241437988340e-01, -1.280289614488857e-03, 1.702721329839102e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.632465973541098e+01, 0.000000000000000e+00
51, 9.853368952903420e-01, -2.061293361678059e-03, 1.701362684493996e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.631992557666216e+01, 0.000000000000000e+00
52, 9.789211302792580e-01, -2.951446198418808e-03, 1.700000136420037e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.630547364150864e+01, 0.000000000000000e+00
53, 9.715675460812661e-01, -3.963073044857662e-03, 1.699490155357109e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.630288830393607e+01, 0.000000000000000e+00
54, 9.631568360186920e-01, -5.108981458577545e-03, 1.699648372823599e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.631001448443558e+01, 0.000000000000000e+00
55, 9.535602429161220e-01, -6.402177880090121e-03, 1.700580019865076e-04, 0.000000000000000e+00, 0.000000000000000e+00, 3.633049554296376e+01, 0.000000000000000e+00
