"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
0, 5.010000078023450e+02, 5.352202629500000e-08, 1.760736159404036e-04, 1.733449489169745e-02, 5.299483359926287e-03, 3.795587935006348e+01, 3.088306443210294e-01
1, 4.052709646366250e+02, 5.352202629500000e-08, 1.760755635073597e-04, 1.733402140122266e-02, 5.299541987939240e-03, 3.795639578828869e+01, 3.088326253029334e-01
2, 3.278693397908290e+02, 5.352202629500000e-08, 1.760755650982939e-04, 1.733402080420971e-02, 5.299542138628277e-03, 3.795639633714516e+01, 3.088318187463895e-01
3, 2.652863312215480e+02, 5.352202629500000e-08, 1.760755680935756e-04, 1.733402230610260e-02, 5.299544729664494e-03, 3.795639727993710e+01, 3.088305304550100e-01
4, 2.146849004455700e+02, 5.352202629500000e-08, 1.760755910609791e-04, 1.733403478800938e-02, 5.299573738559937e-03, 3.795640579284513e+01, 3.088284716305378e-01
5, 1.737711627536290e+02, 5.352202629500000e-08, 1.760756855622928e-04, 1.733409961317306e-02, 5.299769689838737e-03, 3.795644544787856e+01, 3.088251724521830e-01
6, 1.406903998926780e+02, 5.352202629500000e-08, 1.760758595157232e-04, 1.733428873822237e-02, 5.300599613648622e-03, 3.795654012451350e+01, 3.088195294096733e-01
7, 1.139429812211730e+02, 5.352202629500000e-08, 1.760757674958218e-04, 1.733459048378632e-02, 5.302807437806481e-03, 3.795660809840012e+01, 3.088085401437134e-01
8, 9.231638184086459e+01, 5.352202629500000e-08, 1.760749708861004e-04, 1.733505456806163e-02, 5.306603921056011e-03, 3.795653399979938e+01, 3.087864721425176e-01
9, 7.483021592330550e+01, 5.352202629500000e-08, 1.760744437454747e-04, 1.733694256738864e-02, 5.311915320226132e-03, 3.795673515115542e+01, 3.087440262156813e-01
10, 6.069179345940150e+01, 5.352202629500000e-08, 1.760750232864392e-04, 1.734367422338458e-02, 5.320595140195142e-03, 3.795783239993239e+01, 3.086588517360844e-01
11, 4.926018571243980e+01, 5.352202629500000e-08, 1.760741235875821e-04, 1.736109355638769e-02, 5.331991278932541e-03, 3.795962683387339e+01, 3.084873054261713e-01
12, 4.001717037504760e+01, 5.352202629500000e-08, 1.760722470448411e-04, 1.739496894980925e-02, 5.332534331468022e-03, 3.796247195509500e+01, 3.081799571051024e-01
13, 3.254373930407910e+01, 5.352202629500000e-08, 1.760721638414189e-04, 1.743110226495549e-02, 5.301446370632941e-03, 3.796508607437537e+01, 3.077024369729610e-01
14, 2.650110387248250e+01, 5.352202629500000e-08, 1.760731130702284e-04, 1.743106791028048e-02, 5.245796914848511e-03, 3.796363068123482e+01, 3.070649691736587e-01
15, 2.161533686500620e+01, 5.352202629500000e-08, 1.760731253375700e-04, 1.739949664369539e-02, 5.221730285644925e-03, 3.795982338764677e+01, 3.062767063184779e-01
16, 1.766495469789320e+01, 5.352202629500000e-08, 1.760687904748298e-04, 1.739381550312520e-02, 5.237212300478467e-03, 3.795856484772778e+01, 3.053501953214637e-01
17, 1.447087703467990e+01, 5.352202629500000e-08, 1.760672945181026e-04, 1.740507544619962e-02, 5.221734650482431e-03, 3.795870182117648e+01, 3.042610782066155e-01
