"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
0, 5.010000078023450e+02, 5.352202629500000e-08, 1.760755646906543e-04, 1.733402088933505e-02, 5.299542017927763e-03, 3.795639618594239e+01, 3.088330123448294e-01
1, 4.052709646366250e+02, 5.352202629500000e-08, 1.760755647106688e-04, 1.733402089177208e-02, 5.299542021986691e-03, 3.795639618997288e+01, 3.088325578826897e-01
2, 3.278693397908290e+02, 5.352202629500000e-08, 1.760755651298403e-04, 1.733402102957684e-02, 5.299542257829025e-03, 3.795639630978749e+01, 3.088317065129155e-01
3, 2.652863312215480e+02, 5.352202629500000e-08, 1.760755698057211e-04, 1.733402318298741e-02, 5.299546535938303e-03, 3.795639789647111e+01, 3.088303460675895e-01
4, 2.146849004455700e+02, 5.352202629500000e-08, 1.760756001245698e-04, 1.733404052608933e-02, 5.299589024288229e-03, 3.795640945195498e+01, 3.088281746233500e-01
5, 1.737711627536290e+02, 5.352202629500000e-08, 1.760757088863837e-04, 1.733412007704201e-02, 5.299848710502863e-03, 3.795645670086063e+01, 3.088246698048303e-01
6, 1.406903998926780e+02, 5.352202629500000e-08, 1.760758621809040e-04, 1.733432464740110e-02, 5.300848902555893e-03, 3.795655161987915e+01, 3.088185229532673e-01
7, 1.139429812211730e+02, 5.352202629500000e-08, 1.760756529219245e-04, 1.733462398588529e-02, 5.303275520422542e-03, 3.795659121975583e+01, 3.088063708774730e-01
8, 9.231638184086459e+01, 5.352202629500000e-08, 1.760748331854828e-04, 1.733519556976797e-02, 5.307173145391565e-03, 3.795652611110602e+01, 3.087821925822046e-01
9, 7.483021592330550e+01, 5.352202629500000e-08, 1.760745852349077e-04, 1.733761394112923e-02, 5.312706689962872e-03, 3.795686732575165e+01, 3.087355771054001e-01
10, 6.069179345940150e+01, 5.352202629500000e-08, 1.760750280346564e-04, 1.734551526380569e-02, 5.321849640779781e-03, 3.795804869438912e+01, 3.086406819037715e-01
11, 4.926018571243980e+01, 5.352202629500000e-08, 1.760736130803816e-04, 1.736499067472760e-02, 5.332196124569890e-03, 3.795987446826815e+01, 3.084537969614377e-01
12, 4.001717037504760e+01, 5.352202629500000e-08, 1.760722069471310e-04, 1.739995379288040e-02, 5.328296848498437e-03, 3.796282664481775e+01, 3.081267837836675e-01
13, 3.254373930407910e+01, 5.352202629500000e-08, 1.760726846373506e-04, 1.743099862646853e-02, 5.292111427295706e-03, 3.796493524025371e+01, 3.076406665427264e-01
14, 2.650110387248250e+01, 5.352202629500000e-08, 1.760738995554578e-04, 1.742324353956053e-02, 5.240204980320829e-03, 3.796293127825928e+01, 3.069954632193607e-01
15, 2.161533686500620e+01, 5.352202629500000e-08, 1.760730092469912e-04, 1.739368738580051e-02, 5.226806230969517e-03, 3.795937219311641e+01, 3.062251883498813e-01
16, 1.766495469789320e+01, 5.352202629500000e-08, 1.760663229807633e-04, 1.739274600919247e-02, 5.239288320980008e-03, 3.795779476691607e+01, 3.053027589511585e-01
