"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
0, 5.010000078023450e+02, 5.352202629500000e-08, 1.760755646940027e-04, 1.733402088848360e-02, 5.299542016763362e-03, 3.795639618605929e+01, 3.088329088418919e-01
1, 4.052709646366250e+02, 5.352202629500000e-08, 1.760755647598922e-04, 1.733402090547186e-02, 5.299542044090414e-03, 3.795639620278827e+01, 3.088324139411679e-01
2, 3.278693397908290e+02, 5.352202629500000e-08, 1.760755657985969e-04, 1.733402131681443e-02, 5.299542782692036e-03, 3.795639652741068e+01, 3.088314739459160e-01
3, 2.652863312215480e+02, 5.352202629500000e-08, 1.760755749940853e-04, 1.733402601384089e-02, 5.299552871828071e-03, 3.795639982403561e+01, 3.088299707477697e-01
4, 2.146849004455700e+02, 5.352202629500000e-08, 1.760756225900098e-04, 1.733405584906208e-02, 5.299634681212749e-03, 3.795641887612405e+01, 3.088275679333793e-01
5, 1.737711627536290e+02, 5.352202629500000e-08, 1.760757503290594e-04, 1.733416488079690e-02, 5.300051905549597e-03, 3.795647933869211e+01, 3.088236042279933e-01
6, 1.406903998926780e+02, 5.352202629500000e-08, 1.760758222500692e-04, 1.733438791240781e-02, 5.301399419177791e-03, 3.795656210645294e+01, 3.088163031844682e-01
7, 1.139429812211730e+02, 5.352202629500000e-08, 1.760753953485317e-04, 1.733470104671938e-02, 5.304169361851729e-03, 3.795655065699340e+01, 3.088016425711289e-01
8, 9.231638184086459e+01, 5.352202629500000e-08, 1.760746756108969e-04, 1.733561670157390e-02, 5.308233232577609e-03, 3.795655850892832e+01, 3.087729944174092e-01
9, 7.483021592330550e+01, 5.352202629500000e-08, 1.760747899933335e-04, 1.733922092074932e-02, 5.314391129914538e-03, 3.795713685785598e+01, 3.087167707316316e-01
10, 6.069179345940150e+01, 5.352202629500000e-08, 1.760745534166529e-04, 1.734958008023198e-02, 5.324075382517958e-03, 3.795837619318014e+01, 3.086017278557974e-01
11, 4.926018571243980e+01, 5.352202629500000e-08, 1.760727383447478e-04, 1.737298657145590e-02, 5.331079789870373e-03, 3.796039273230065e+01, 3.083861602752475e-01
12, 4.001717037504760e+01, 5.352202629500000e-08, 1.760726742929053e-04, 1.740790947250375e-02, 5.318127595887034e-03, 3.796344196587627e+01, 3.080286123729618e-01
13, 3.254373930407910e+01, 5.352202629500000e-08, 1.760738741410371e-04, 1.742676807078197e-02, 5.275352532747877e-03, 3.796433121593054e+01, 3.075310833720906e-01
14, 2.650110387248250e+01, 5.352202629500000e-08, 1.760724340666497e-04, 1.740736649363144e-02, 5.235045190035418e-03, 3.796078392947870e+01, 3.068800937819671e-01
15, 2.161533686500620e+01, 5.352202629500000e-08, 1.760693133519586e-04, 1.738613378975379e-02, 5.236939711407667e-03, 3.795789410543392e+01, 3.061480025417230e-01
