"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde"
0, 5.010000078023450e+02, 5.352202629500000e-08, 1.760755646916947e-04, 1.733402088892076e-02, 5.299542017357011e-03, 3.795639618591184e+01, 3.088329609044881e-01
1, 4.052709646366250e+02, 5.352202629500000e-08, 1.760755647292335e-04, 1.733402089652706e-02, 5.299542029771766e-03, 3.795639619460675e+01, 3.088324862790305e-01
2, 3.278693397908290e+02, 5.352202629500000e-08, 1.760755654046909e-04, 1.733402114371826e-02, 5.299542463140960e-03, 3.795639639747375e+01, 3.088315908711736e-01
3, 2.652863312215480e+02, 5.352202629500000e-08, 1.760755720852922e-04, 1.733402439717012e-02, 5.299549180457682e-03, 3.795639873143412e+01, 3.088301593758934e-01
4, 2.146849004455700e+02, 5.352202629500000e-08, 1.760756107299041e-04, 1.733404754196223e-02, 5.299609132238701e-03, 3.795641382393757e+01, 3.088278736733175e-01
5, 1.737711627536290e+02, 5.352202629500000e-08, 1.760757310746925e-04, 1.733414201820032e-02, 5.299942835333682e-03, 3.795646816555605e+01, 3.088241490234787e-01
6, 1.406903998926780e+02, 5.352202629500000e-08, 1.760758501055776e-04, 1.733435776866211e-02, 5.301117006141115e-03, 3.795655903853046e+01, 3.088174511777631e-01
7, 1.139429812211730e+02, 5.352202629500000e-08, 1.760755263805964e-04, 1.733465941474630e-02, 5.303730071687645e-03, 3.795657116746835e+01, 3.088040685170129e-01
8, 9.231638184086459e+01, 5.352202629500000e-08, 1.760747347904839e-04, 1.733538213825921e-02, 5.307708405920978e-03, 3.795653417826885e+01, 3.087777017038635e-01
9, 7.483021592330550e+01, 5.352202629500000e-08, 1.760747079688717e-04, 1.733837626396643e-02, 5.313525119242958e-03, 3.795700383566746e+01, 3.087265101448728e-01
10, 6.069179345940150e+01, 5.352202629500000e-08, 1.760748566250640e-04, 1.734748316297446e-02, 5.323021977941374e-03, 3.795822654512724e+01, 3.086216335413079e-01
11, 4.926018571243980e+01, 5.352202629500000e-08, 1.760731269237173e-04, 1.736896625706120e-02, 5.331898960505154e-03, 3.796012529313713e+01, 3.084200043291832e-01
12, 4.001717037504760e+01, 5.352202629500000e-08, 1.760724145641681e-04, 1.740430200378431e-02, 5.323459229852173e-03, 3.796317216874196e+01, 3.080761224960225e-01
13, 3.254373930407910e+01, 5.352202629500000e-08, 1.760735078161990e-04, 1.742957591963697e-02, 5.283347723789231e-03, 3.796475841081811e+01, 3.075839351072270e-01
14, 2.650110387248250e+01, 5.352202629500000e-08, 1.760735462730191e-04, 1.741525335932833e-02, 5.236737274899156e-03, 3.796193131694118e+01, 3.069317755567628e-01
15, 2.161533686500620e+01, 5.352202629500000e-08, 1.760703911307844e-04, 1.738878198222475e-02, 5.232010447664970e-03, 3.795828661594244e+01, 3.061819423536100e-01
16, 1.766495469789320e+01, 5.352202629500000e-08, 1.760664323179132e-04, 1.739267520172264e-02, 5.240452082805885e-03, 3.795785774472263e+01, 3.052818704985682e-01
17, 1.447087703467990e+01, 5.352202629500000e-08, 1.760722178007337e-04, 1.739874133362294e-02, 5.222466497360256e-03, 3.795931518425827e+01, 3.042339657070103e-01
18, 1.188830864330480e+01, 5.352202629500000e-08, 1.760659606712343e-04, 1.740222218575486e-02, 5.226495043935925e-03, 3.795808111247527e+01, 3.029085623795106e-01
19, 9.800175479560719e+00, 5.352202629500000e-08, 1.760614532058938e-04, 1.744215602610595e-02, 5.223411487757921e-03, 3.796076137618467e+01, 3.012010025040222e-01
20, 8.111817438747661e+00, 5.352202629500000e-08, 1.760542683596695e-04, 1.747071243846943e-02, 5.173637031627634e-03, 3.795984575000499e+01, 2.990062933751620e-01
21, 6.746697185177710e+00, 5.352202629500000e-08, 1.760291078884135e-04, 1.744870655263538e-02, 5.119765545626171e-03, 3.794891249034135e+01, 2.961751706181056e-01
22, 5.642930530440520e+00, 5.352202629500000e-08, 1.760172504871394e-04, 1.742244658612629e-02, 5.105349882958438e-03, 3.794242427886712e+01, 2.926547506045068e-01
23, 4.750481074120650e+00, 5.352202629500000e-08, 1.760168523042566e-04, 1.748158234205037e-02, 5.124227186511084e-03, 3.794938731162635e+01, 2.882353770733331e-01
24, 4.028891933275240e+00, 5.352202629500000e-08, 1.759877472262739e-04, 1.754159434995893e-02, 5.068356364411625e-03, 3.794530260616022e+01, 2.831308506416196e-01
